,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,MiscFeature,SaleType,SaleCondition,OverallCond,GarageArea_x,TotalBsmtSF_x,BsmtFinSF1_x,OverallQual,GrLivArea,GarageCars,GarageArea_y,TotalBsmtSF_y,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,BsmtFinSF1_y,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,LotArea,BsmtFullBath,BsmtUnfSF
58,RL,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,New,Partial,5,641,1410,0,10,2945,3,641,1410,1426,3,10,2006,2006,2006.0,1031.0,1,0,66.0,192,1519,0,1,13682,0,1410
59,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,352,780,632,5,780,1,352,780,780,1,4,1972,1972,1973.0,0.0,0,632,60.0,196,0,0,0,7200,0,148
60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,New,Partial,5,576,1158,941,6,1158,2,576,1158,1158,1,5,2004,2004,2006.0,0.0,0,941,63.0,0,0,50,1,13072,1,217
61,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,GasA,TA,N,SBrkr,Fa,Typ,Detchd,Unf,TA,TA,N,0,WD,Normal,7,288,530,0,5,1111,1,288,530,581,1,6,1920,1996,1935.0,0.0,0,0,60.0,0,530,0,0,7200,0,530
62,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,484,1370,24,8,1370,2,484,1370,1370,2,6,2006,2006,2006.0,178.0,1,24,44.0,120,0,49,0,6442,0,1346
63,RM,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,480,576,0,7,1710,2,480,576,902,2,9,1921,1950,1990.0,0.0,0,0,50.0,12,808,11,0,10300,0,576
64,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,645,1057,739,7,2034,2,645,1057,1057,2,8,1997,1998,1998.0,573.0,0,739,73.70588235294117,576,977,36,1,9375,1,318
65,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,0,WD,Normal,5,852,1143,0,8,2473,3,852,1143,1143,2,9,2004,2005,2004.0,344.0,1,0,76.0,192,1330,151,1,9591,0,1143
66,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,TA,Min1,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,576,1947,912,7,2207,2,576,1947,2207,2,7,1970,1989,1970.0,287.0,1,912,96.29411764705885,301,0,0,0,19900,1,1035
67,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,558,1453,1013,7,1479,2,558,1453,1479,2,7,2003,2003,2003.0,167.0,0,1013,72.0,144,0,29,0,10665,1,440
68,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,220,747,0,4,747,1,220,747,747,1,4,1945,1950,1945.0,0.0,0,0,47.0,0,0,0,0,4608,0,747
69,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,GasW,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,4,667,1304,603,7,2287,2,667,1304,1304,2,7,1953,1953,1953.0,0.0,1,603,81.0,0,983,21,0,15593,0,701
70,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,6,516,2223,1880,7,2223,2,516,2223,2223,2,8,1973,1973,1973.0,1115.0,2,1880,95.0,300,0,0,0,13651,1,343
71,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,360,845,565,4,845,2,360,845,845,1,4,1982,2006,1987.0,0.0,0,565,69.0,0,0,0,0,7599,1,280
72,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,427,832,0,7,1718,2,427,832,885,2,7,1998,1998,1998.0,40.0,1,0,74.0,0,833,94,1,10141,0,832
73,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,7,490,1086,320,5,1086,2,490,1086,1086,1,6,1954,2003,1989.0,104.0,0,320,85.0,0,0,0,0,10200,1,404
74,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,GasA,Gd,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,379,840,0,3,1605,1,379,840,840,2,8,1915,1950,1915.0,0.0,0,0,60.0,0,765,0,0,5790,0,840
75,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,Y,0,WD,Normal,5,297,462,462,4,988,1,297,462,526,1,5,1973,1973,1973.0,0.0,0,462,21.0,120,462,101,0,1596,1,0
76,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,283,952,228,4,952,1,283,952,952,1,4,1956,1956,1956.0,0.0,0,228,67.41176470588235,0,0,0,0,8475,0,724
77,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,TA,Min1,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,240,672,336,5,1285,1,240,672,1072,1,6,1948,2001,1948.0,0.0,0,336,50.0,0,213,0,0,8635,1,295
78,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,N,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,Y,0,WD,Normal,5,0,1768,0,4,1768,0,0,1768,1768,2,8,1968,1968,1956.0,0.0,0,0,72.0,0,0,0,0,10778,0,1768
79,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,440,440,0,5,1230,2,440,440,682,1,5,1910,1981,1966.0,0.0,0,0,60.0,74,548,0,1,10440,0,440
80,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,6,509,896,448,6,2142,1,509,896,1182,2,8,1968,1968,1968.0,576.0,1,448,100.0,0,960,72,1,13000,0,448
81,RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,405,1237,1201,6,1337,2,405,1237,1337,2,5,1998,1998,1998.0,443.0,0,1201,32.0,0,0,199,0,4500,1,36
82,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,758,1563,33,8,1563,3,758,1563,1563,2,6,2007,2007,2007.0,468.0,1,33,78.0,144,0,99,0,10206,0,1530
83,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,COD,Normal,5,461,1065,0,5,1065,2,461,1065,1065,1,6,1960,1960,1974.0,66.0,0,0,80.0,74,0,0,1,8892,0,1065
84,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,1,WD,Normal,5,400,384,0,7,1474,2,400,384,804,2,7,1995,1996,1995.0,22.0,1,0,62.05882352941178,120,670,72,1,8530,0,384
85,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,462,1288,0,8,2417,2,462,1288,1301,2,9,1991,1992,1991.0,284.0,1,0,121.0,127,1116,82,1,16059,0,1288
86,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,5,400,684,0,6,1560,2,400,684,684,2,6,2005,2005,2005.0,0.0,1,0,122.0,100,876,38,1,11911,0,684
87,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,0,New,Partial,5,528,612,0,6,1224,2,528,612,612,2,4,2009,2009,2009.0,76.0,0,0,40.0,0,612,234,1,3951,0,612
88,C (all),Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,GasA,TA,N,SBrkr,Fa,Typ,BuiltIn,Unf,TA,TA,N,0,ConLD,Abnorml,2,0,1013,0,3,1526,0,0,1013,1013,1,6,1915,1982,1930.0,0.0,0,0,105.0,0,0,0,0,8470,0,1013
89,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,Y,0,WD,Normal,5,0,990,588,4,990,0,0,990,990,1,5,1994,1995,1973.0,0.0,0,588,60.0,0,0,0,0,8070,1,402
90,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,TA,Po,No,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,420,0,0,4,1040,2,420,0,1040,1,4,1950,1950,1950.0,0.0,0,0,60.0,0,0,29,0,7200,0,0
91,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Abnorml,3,480,1235,600,5,1235,2,480,1235,1235,1,6,1961,1961,1961.0,203.0,0,600,85.0,0,0,0,0,8500,0,635
92,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,432,876,713,5,964,2,432,876,964,1,5,1921,2006,1921.0,0.0,0,713,80.0,0,0,0,0,13360,1,163
93,C (all),Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,GasW,Ex,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,506,1214,1046,6,2291,2,506,1214,1260,2,9,1910,1998,1900.0,0.0,1,1046,60.0,0,1031,0,0,7200,0,168
94,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,684,824,648,6,1786,2,684,824,905,2,7,1997,1997,1997.0,0.0,0,648,69.0,0,881,162,1,9337,1,176
95,RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,GasA,Gd,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,1,WD,Normal,8,420,680,310,6,1470,2,420,680,680,2,6,1993,1993,1993.0,68.0,1,310,70.88235294117645,232,790,63,1,9765,0,370
96,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,472,1588,1162,7,1588,2,472,1588,1588,2,6,1999,1999,1999.0,183.0,0,1162,78.0,158,0,29,0,10264,0,426
97,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,FuseF,TA,Typ,Attchd,Fin,TA,TA,P,0,WD,Normal,5,432,960,520,4,960,1,432,960,960,1,6,1965,1965,1965.0,48.0,0,520,73.0,120,0,0,0,10921,1,440
98,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,GasA,Fa,N,SBrkr,TA,Typ,Basment,Unf,Fa,TA,Y,1,COD,Abnorml,5,366,458,108,5,835,1,366,458,835,1,5,1920,1950,1920.0,0.0,0,108,85.0,0,0,0,0,10625,0,350
99,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Fa,Y,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,Y,1,WD,Normal,5,0,950,569,4,1225,0,0,950,1225,1,6,1959,1959,1947.0,0.0,0,569,77.0,352,0,0,1,9320,1,381
100,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,7,480,1610,1200,6,1610,2,480,1610,1610,2,6,1977,2001,1977.0,28.0,2,1200,74.11764705882355,168,0,68,0,10603,1,410
101,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,476,741,0,6,1732,2,476,741,977,2,7,1985,1985,1985.0,336.0,1,0,77.0,192,755,46,1,9206,0,741
102,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,Slab,TA,Po,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Alloca,5,410,0,0,5,1535,2,410,0,1535,2,8,1979,1979,1979.0,0.0,0,0,64.0,0,0,0,0,7018,0,0
103,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,740,1226,0,7,1226,3,740,1226,1226,2,6,2009,2009,2009.0,0.0,0,0,94.0,0,0,36,0,10402,0,1226
104,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,GasA,Ex,Y,FuseF,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,4,240,1040,224,7,1818,1,240,1040,1226,1,7,1931,1950,1951.0,600.0,2,224,64.52941176470588,0,592,0,1,7758,0,816
105,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,648,1053,0,8,1992,2,648,1053,1053,2,9,2003,2004,2003.0,768.0,1,0,75.0,140,939,45,1,9375,0,1053
106,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,N,1,WD,Normal,7,273,641,0,4,1047,1,273,641,1047,1,6,1885,1995,1954.0,0.0,0,0,60.0,0,0,0,0,10800,0,641
107,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Partial,5,250,789,104,5,789,1,250,789,789,1,5,1948,1950,1948.0,0.0,0,104,50.0,0,0,0,0,6000,0,516
108,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,GasW,TA,N,FuseF,Fa,Typ,BuiltIn,Unf,Gd,Gd,N,0,WD,Normal,7,0,793,0,5,1517,0,0,793,997,2,7,1919,2005,1939.0,0.0,0,0,85.0,0,520,0,0,8500,0,793
109,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,COD,Normal,6,546,1844,705,6,1844,2,546,1844,1844,2,7,1977,1977,1977.0,480.0,1,705,105.0,0,0,122,0,11751,0,1139
110,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,4,325,994,444,6,1855,1,325,994,1216,2,7,1954,1972,1954.0,0.0,0,444,75.0,182,639,0,0,9525,0,550
111,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,5,400,384,250,7,1430,2,400,384,774,2,7,2000,2000,2000.0,0.0,1,250,64.70588235294117,180,656,0,1,7750,0,134
112,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,0,New,Partial,5,792,1264,984,7,2696,3,792,1264,1282,2,10,2007,2007,2007.0,220.0,1,984,77.0,120,1414,184,1,9965,1,280
113,RL,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,GasA,TA,Y,SBrkr,Gd,Typ,Basment,Unf,TA,TA,Y,0,COD,Abnorml,5,450,1809,35,6,2259,2,450,1809,2259,2,7,1953,1953,1953.0,184.0,2,35,100.70588235294115,166,0,120,0,21000,1,905
114,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,8,180,1028,774,6,2320,1,180,1028,1436,2,9,1945,2002,1945.0,0.0,1,774,61.0,224,884,0,1,7259,1,104
115,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,440,729,419,6,1458,2,440,729,729,2,5,1999,1999,1999.0,1129.0,1,419,34.0,0,729,32,1,3230,0,310
116,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,288,1092,170,5,1092,1,288,1092,1092,1,6,1962,1962,1962.0,116.0,1,170,82.94117647058823,0,0,20,0,11616,0,252
117,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,New,Partial,5,430,1125,0,5,1125,2,430,1125,1125,1,5,2006,2007,2007.0,0.0,0,0,74.0,80,0,64,1,8536,0,1125
